"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"550",42.3668,60.2147,0,5.1462,23.8332,32.4209,43.6564,0.0245,0.0248,7.65,10.1155,1.5479,-0.6064,0.0794,-0.025,-0.0244,-0.0314,0.0282,0.0287,-0.0585,-0.0599,0,-0.0413,0.0465,0.1398,0.111,0.1143,0.1295,0.0964,0.0709,0.1225,0.1183,0.0846,-0.0866,-0.2313,-0.3724,0,0,0,-0.0358,0.2017,0.1249,-0.7591,1.0985,0.1166,-1.01133881398622
"201",27.9834,3.5492,3.5761,4.1249,8.2784,20.4161,31.7107,0.0892,0.0379,1.0185,9.6552,0.3443,-0.7095,-0.0757,1.9369,0.5568,2.3,2.3684,2.3474,-0.017,-0.0181,0.2593,0.1046,-0.039,-0.1977,-0.1628,-0.0518,-0.1442,0,0.5438,-0.0477,0,0.7464,-0.1305,-0.1302,0.0631,-0.044,0.112,0.1935,0.0135,0.0978,-0.09,-0.206,-4e-04,-0.3939,-13.6495504423123
"1328",93.9026,NA,NA,NA,NA,NA,NA,0.0616,NA,-0.6384,35.4214,0.1436,-0.4963,-0.0602,0.037,0.0055,0.0822,0.0707,0.0882,0.0028,NA,0.1982,0.1664,0.2823,NA,0.0512,0.0245,NA,0.1501,0.3378,NA,0.1893,0.0622,NA,0.0423,0.0171,0.2179,0.1974,0.2358,-0.0152,0.0113,0.0021,-0.1274,-0.0096,0,14.7611365317066
"3471",0,4.0348,6.1479,1.8272,0,-7.7592,-7.4449,-0.2232,-0.1156,1.1423,0,-0.905,-0.0273,0.3713,-0.1119,-0.2545,-0.2067,0.8721,0.8721,8.3869,8.3869,0,-0.1584,-0.1762,NA,NA,-0.449,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0.1958,0,1.0778,2.498,0.5725,0.2613,93.7639254511262
"540",25.3451,2.0221,7.3679,2.0631,16.3895,13.8777,29.1766,0.0209,0.0392,0.5224,4.9208,0.0419,-1.4175,0.094,-0.2705,-0.1773,-0.0941,-0.1053,-0.0946,0.0051,0.0023,0,0.64,1.6702,0.0933,0.0908,0.1046,0.0558,0.0336,0.0317,0.0127,-0.1023,-0.247,0.1099,0.0883,0.0587,0,0,0,-0.0324,0.0755,0.0357,0.0839,-0.0883,0.2209,-12.6760474609531
"1448",15.2591,4.6714,0,1.1775,13.6058,9.6069,17.615,0.0161,0.0655,1.0962,42.1535,0.0748,-2.6872,0.0322,-0.4904,-0.3512,-0.9375,-0.9363,-0.9365,-0.0217,NA,1.5,0.0984,0.3936,NA,0.0602,0.0518,0.1158,0.2729,0.2089,NA,0,-0.0791,0,1.0184,0,0,0,0,0.4276,-0.1985,0.0335,-0.2262,-0.1482,0,4.06799173000003
"2181",13.7424,2.726,0,4.6464,11.6552,15.1322,29.0492,-0.0173,0.0745,3.2079,0,-0.0472,-3.3602,0.2644,0.0573,0.1074,0.279,0.3916,0.3916,0.1882,0.1882,0,0.4253,1.0132,0.1401,0.1153,0.0894,0.1247,0.0169,0.0978,0,0,0,0.0463,0.2544,0.502,-1,0,0,-0.0561,0,0.0757,0.0298,0.0384,0,-15.4490980030021
"862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.91228138316
"1852",14.2386,2.4307,0,0.5159,10.9911,15.1447,20.0376,0.0416,0.0702,1.0947,0,0.1008,-0.5725,-0.0046,0.0201,-0.0595,0.9091,0.9091,0.9074,0.0049,0.0071,0,0.4785,0.95,0.0396,0.0864,0.1399,0.0958,0.105,0.0175,0.0198,0.0264,-0.0122,0.2342,0.6092,0.5824,0,0,0,-0.0506,0,-0.0455,0.1224,-0.1312,0,-0.953168463471348
"2596",5.9311,0.9518,1.1125,1.2041,13.791,14.6402,14.6402,0.1007,0.1686,0.3507,0,0.0963,0,0.1941,0.1946,0.1941,0.2178,0.2415,0.2544,-0.0097,NA,0.3333,2.1615,2.1615,0.0546,0.1315,0.1394,0.0515,0.2567,0.3198,0.0371,0,0.9967,0.0553,0.0936,0.1174,-0.0753,0.2167,0.4736,-0.0399,0,0.0693,0.1816,-0.0517,0,-10.8065873617058
"766",0,3.9243,3.9243,9.9825,0,-21.4546,-21.0248,-0.0868,-0.0422,0,16.2677,-0.3412,-0.0322,1.8999,4e-04,-0.0062,4e-04,0.8719,0.8719,6.7919,6.7919,0,0.06,0.0637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0942,0.1593,1.9928,1.0901,-1,0.0854,22.9508247980347
"58",16.0534,NA,NA,NA,NA,NA,NA,0.0564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.255567626603
"1138",17.9782,2.0678,2.4458,0.4414,8.0136,10.662,20.23,0.0385,0.0556,0.4322,4.7813,0.0799,-1.1396,0.026,0.2379,0.3241,0.3849,0.375,0.375,0.0066,NA,0,-0.4744,-0.5915,0.0258,0.0159,0.0065,0.0063,0.2432,0,-0.0253,0,0.0128,0.025,0.0346,0.0528,0.0463,0,0,0.16,0.087,-0.0209,0.114,-0.3219,0,-13.8784939188062
"328",4.7754,1.1859,1.1859,0.4518,3.908,4.6705,4.3119,0.1052,0.2109,0.2711,30.0772,0.1256,0.6585,3.6579,59.6315,59.6292,16.2824,16.3929,16.3214,-0.0163,-0.0111,0,2.7796,3.3048,0.0852,0.6475,0.4969,0.0947,0.941,0.3988,0.0549,0,1.0171,0.0732,0.0786,0.1059,0,0,0,0.4253,-0.2227,0.0556,0.1525,-0.2918,0,-13.8463971623903
"1387",14.8104,2.0368,2.2697,0.686,7.8953,9.743,12.8185,0.077,0.0675,0.0446,7.2615,0.1561,-0.396,-0.0126,-0.0694,-0.0396,-0.0475,-0.0467,-0.0408,0.0021,NA,-0.7097,0.1841,0.2125,-0.0162,0.0797,0.1263,-0.0283,-0.016,0.1374,0.0856,0,0.052,0.0017,0.1938,0.1448,0,0,0,0.1717,0.0587,0.1122,0.1666,-0.3037,0,18.092317071098
"121",0,2.207,2.9988,1.3416,18.9269,27.0756,-47.7654,0.012,-0.0221,0.1289,11.234,0.0267,-0.8157,0.1681,0.4838,0.5026,0.5707,0.6,0.6,0.0061,0.0044,0,0.1719,-2.9095,0.0993,0.0745,0.0987,0.0705,-0.0023,0.1338,0,0.2536,-0.3193,-0.0207,0.0504,0.0299,0,0,0,0.0326,0.1402,0.0488,0.0313,0.2651,0,-34.863816053819
"285",0,2.0243,0,0.6325,7.9256,41.636,-42.1986,0.038,-0.0474,2.7375,10.9226,0.0764,-0.6436,-0.0625,-0.2348,-0.2662,-0.4133,-0.4048,-0.4048,0.0043,0.0107,0,-0.6725,-1.8757,0.0322,0.0865,-0.0734,-0.047,-0.2786,-0.0258,0,-0.1589,0,0.1002,0.5706,0.0616,0,0,0,0.1024,0.0522,-0.0298,-0.158,-0.0816,0,-25.334956322065
"3374",7.6127,NA,NA,NA,NA,NA,NA,0.0743,0.2475,0.6739,6.3217,0.1507,-804.2582,0.1785,0.3429,0.3582,0.3589,0.3275,0.3202,-0.0331,NA,-0.4237,0.0459,-0.5142,NA,NA,0.0731,NA,NA,0.0863,NA,NA,0.1307,NA,NA,0.1023,NA,0.2421,0.2725,0.1531,0.1923,0.0961,0.1124,-0.0714,0.069,0.261958192300103
"1161",104.9053,7.4704,0,1.4119,13.2887,36.6699,150.4575,0.0269,0.0077,1.5918,4.0524,0.0668,-0.601,0.5583,1.2833,1.3074,7.3235,8.3333,8.3333,0.0092,0.0223,0,0.0718,-0.8275,NA,NA,-0.6941,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1.0325,0.5104,0.3013,0.0803,0.4492,0,-31.4938707023923
"165",0,1.3313,1.3313,2.1895,7.7153,11.0373,-46.7407,0.0776,-0.0252,0.2597,1.5353,0.102,-0.7664,0.1735,0.2536,0.1818,0.5183,0.5,0.5517,0.0093,0.0153,0,0.776,0.8587,0.0409,-0.016,0.0771,0.1574,0,0.1059,0.1573,0.244,0.3649,0.0919,0.0713,0.0917,0,0,0,0.0897,0.0079,0.068,0.1131,-0.0541,0,19.5945917645713
"1218",14.8963,3.7959,3.7959,1.7127,8.3004,10.3484,13.9881,0.0608,0.0671,0,3.9548,0.2305,-0.5631,-0.0405,-0.1426,-0.1528,-0.146,-0.1471,-0.1471,0.0016,0.0019,0,0.7064,3.1671,NA,0.142,0.0956,NA,0.0885,0.1087,NA,0.1675,0.049,NA,0.309,0.5322,NA,0,0,-0.1619,0.0407,0.2058,0.3116,-1,0,-20.6045343777724
"3484",0,0,0,6.0918,0,-44.3442,-29.1662,-0.0764,-0.0342,-1.2632,0,1.4754,-0.3897,0.1797,-1.0836,-1.086,-1.0809,0.1605,0.1605,1.4849,1.4849,0,-18.6926,-2.66,NA,NA,-0.2716,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,-0.0996,0,0.0029,-2.5075,1.2254,0.7733,16.261981714559
"276",85.5103,4.9694,0,1.1302,10.0819,10.3,130.697,-0.0143,0.0117,2.8338,12.3504,-0.0721,-2.5822,-0.3571,1.3657,1.4857,0.9048,0.9063,0.9063,0.0016,0.0016,0,0.2082,1.3086,-0.0173,-0.0726,-0.1452,-0.0158,-0.1233,-0.0884,0,0,0,-0.1017,-0.2701,-0.3609,0.0407,0.0062,0,-0.1161,0.1492,-0.0707,-0.4552,0.0749,-0.4622,-55.1281628857062
"1356",44.3077,0.9421,2.5117,0.8933,1.2929,7.7994,32.0851,0.3752,0.0252,0.142,384.6037,0.412,-36.6757,0.0616,4.24,0.5573,4.4786,5.1,5.0852,-0.1061,-0.1056,0,0.0105,-0.2656,0.0206,-0.0181,-0.0208,-0.019,-0.0704,-0.0121,0.1912,0.8227,1.3728,0.0681,0.0903,0.1344,0.0384,0.0347,0.0276,0.3329,2.8676,-0.0101,0.0645,-0.0108,0,-5.46603197154568
"104",0,1.624,1.6563,0.5956,5.8908,-18.6042,-9.1467,0.0422,-0.0998,0.2396,81.2161,0.0679,-0.1685,-0.0147,-0.356,-0.3753,-0.3601,-0.3333,-0.3333,-0.0181,-0.0183,0.1513,-1.2567,-2.1382,NA,-0.078,0.0774,NA,0,0,NA,-0.1828,-0.2919,NA,0.2331,-0.0297,NA,0,0.2623,2.8674,-0.4947,0.0043,0.0271,0.1762,0,-20.7603904071602
"82",21.8096,8.2807,9.6173,1.3717,11.652,16.7893,21.812,0.049,0.0458,0.2825,15.4215,0.4109,-0.2603,0.0019,-0.1,-0.0928,-0.0825,-0.0792,-0.0891,5e-04,8e-04,-1,0.301,0.3156,0.0182,0.0205,0.0212,0.0892,0.0774,-0.0189,0.0837,0.1185,0.022,-0.0208,-0.0911,0.0964,-1,0,-1,-0.0915,0.1193,0.0681,0.5099,-0.4,0,102.947743263681
"99",11.0372,8.474,9.1445,1.7182,7.4772,9.8281,10.7825,0.0591,0.0878,1.2806,0,0.4999,-0.6535,0.0859,1.5033,1.4998,1.8223,1.8323,1.8065,-0.0022,0.0024,0,-0.0727,-0.0569,0.1217,0.0248,-0.0711,0.0568,-0.0652,-0.1711,0.0382,-0.1056,-0.2101,-0.0213,-0.0871,0.3521,-1,-1,-1,0.0694,0,0.2106,1.3887,-0.0256,0,-17.2242912759308
"996",18.8655,1.5861,1.9362,0.4697,6.1974,7.2797,24.6602,0.0501,0.053,1.3161,11.2661,0.1114,-4.4181,-0.2352,-0.4133,-0.7018,-0.2562,-0.3542,-0.3067,0.1522,0.0066,0,-0.2034,-0.4136,NA,NA,-0.0023,NA,NA,0.0564,NA,NA,-0.2564,NA,NA,-0.038,NA,NA,0,0.1196,-0.0283,0.0671,-0.2777,0.2897,0,1.72211676892681
"1684",36.5704,8.5127,55.7065,4.6538,38.6626,28.984,34.9502,0.0083,0.0275,0.7208,0,0.0704,-0.2766,0.3839,3.084,2.8556,2.8727,2.7273,2.8,0.0412,0.034,0,0.9405,1.3706,NA,0.1083,0.3737,NA,0.2012,0.2748,NA,0,0.195,NA,0.0562,0.1684,NA,0,0,0.025,0,0.9859,0.3093,0,0,-38.7817854614497
"334",6.3321,0,0,0.9453,8.9755,9.5335,10.5392,0.0604,0.1561,-26.0098,48.3602,-2.4001,-0.0965,1.0304,2.3619,2.8568,1.2919,1.2734,1.2656,0.0665,0.1019,0,13.2353,7.295,NA,0.571,-0.0938,NA,0,0,NA,0,0,NA,0,0,NA,0,0,-0.5434,0.0959,-0.082,0.7814,-0.1576,-0.1484,-51.6666650772095
"1739",18.9613,4.4606,4.6301,2.8964,12.3896,13.8822,15.4376,0.0367,0.0548,0,0,0.1644,-0.1143,-0.0073,0.0356,-0.0291,0.038,0.0519,0.0615,-0.0119,-0.0188,0,0.2739,0.2755,0.084,0.0693,0.0787,0.1167,0.1291,0.218,0.1492,0.1251,0.1397,0.1007,0.1467,0.1047,0,0,0,-0.0982,0,0.0911,0.0991,0,0,24.8639005151457
"5",17.6902,5.1004,0,2.3032,11.4723,16.2332,21.893,0.0535,0.0565,1.3445,11.5363,0.2792,-1.069,-0.0084,0.0332,0.037,-0.0166,0.014,0.0143,-0.0468,NA,0.1742,-0.1316,-0.1936,0.0704,0.0567,0.0773,0.0782,0.0828,0.1991,0.0776,0.0841,0.0177,0.0427,0.0623,0.0217,0.1092,0.125,0.1144,0.0257,0.009,0.0215,0.0274,0.1025,0,12.8977151659106
"3483",56.1254,0,0,10.6931,30.1405,49.3957,69.2814,0.0185,0.0128,-36.5199,0,-7.9484,-0.173,0.4156,1.0984,1.0986,0.9974,1.0833,1.0417,-0.0335,-0.0226,0,0.2956,0.3342,NA,NA,0.1672,NA,NA,0.2498,NA,NA,0.4034,NA,NA,NA,NA,NA,0,0.3156,0,0.27,-1.0368,729.5766,0.0914,-37.037037037037
"715",0,11.7103,11.7103,202.9448,0,-6.0771,-6.0528,-0.5026,-0.1484,0,0.6971,-5.6276,-0.0059,-0.2852,-1.6599,-0.8111,-1.2486,-0.3913,-0.3913,0.5512,0.5512,0,-0.7468,-0.7367,NA,0,0,NA,0,0,NA,0,0,NA,0,0.1324,NA,0,0,33.2809,4.7863,0.7177,1.5828,0,0.0749,5.72915849172439
"696",0,7.2503,7.4284,16.2365,0,-16.7976,-14.0727,-0.0683,-0.0621,0,14.4345,-0.4904,-0.1385,0.476,-0.1559,-0.1197,-0.1373,0.0211,0.0211,0.1728,0.1728,0,-0.2427,-0.2577,NA,0.2738,0.3477,NA,0,0,NA,0,0,NA,-0.1103,0.0069,NA,0,0,0.71,0.0167,-0.2446,-0.3907,-1,0.4426,-44.0519084865945
"2046",0,1.1317,1.5329,11.3768,15.4598,-58.6229,-58.6229,0.2028,-0.0953,3.7954,0,0.2211,0,0.7854,0.4132,0.7508,0.3269,0.2333,0.2222,0.0785,0.0846,0.596,-2.0964,-2.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.3576,0.169,0.4742,0,6.50258155825815
"3716",0,2.1882,5.8995,0.8899,33.6501,863.567,-130.6351,-0.0043,-0.0094,0.6124,6.8108,-0.0087,-0.1006,-0.1654,-0.8752,-0.9046,-1.0509,-1.0476,-1.0476,0.1472,0.1408,0,-0.9705,-2.1962,NA,0.0804,0.0328,NA,-0.5726,-0.6346,NA,0,0,NA,0.1579,0.1973,NA,0,0,0.3452,0.1413,0.3523,-0.1271,0.868,0,-57.6861259859751
"765",0,3.0305,3.06,0,0,-4.5343,-4.5227,-0.2129,-0.1424,0,0,-0.6007,-0.0025,0,-1.4271,-1.4263,-1.427,-0.2273,-0.2273,0.9744,0.9744,0,-0.9366,-0.9342,-1,0,0,0,0,0,0,0,0,-0.2141,-0.2901,0.1695,0,0,0,0,0,0.3628,-0.3435,0,2.1774,-63.0484976435654
"3215",0,1.853,1.853,2.0474,8.5722,10.3785,-101.3712,0.0488,-0.0169,1.3555,116.6575,0.0904,-6.7101,0.115,0.1224,0.1215,0.1435,0.1401,0.1401,0,0,-0.0036,-0.1277,-2.2647,-0.0228,-0.041,-0.0164,0.009,0.029,0.13,0.0183,0.1154,0.059,0.0146,-0.0023,0.0395,-4e-04,-7e-04,-0.0012,0.0385,-0.8226,0.0865,0.0306,0.0647,0,2.31285621788138
"2164",30.1924,0,0,9.8427,16.3991,21.1073,-13.8501,0.0054,0.0336,-7.1643,0,-0.0374,-1.4512,0.1113,-0.2126,-0.004,-0.8188,-0.8175,-0.8175,-0.0087,-0.0087,0,-0.1189,1.5413,0.064,0.0635,0.0904,0.0732,0.0502,0.0998,-0.0155,-0.0807,-0.517,0,0,0,0.0098,0.014,0.0234,-0.0442,0,-0.0408,-0.2636,-0.0123,0,6.78717936418835
"3039",15.9179,0.8403,0.8788,0.6416,0,49.3439,50.346,-0.0387,0.0342,0.6238,0,-0.157,-0.1661,0.1443,-8.4267,-9.0534,-21.6304,-14.45,-14.45,0.5274,0.5274,0,1.4803,1.5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1767,0,0.6905,0.3599,1.1061,0,-12.5471686400227
"1307",0,7.6913,20.1711,2.6569,19.7023,25.3291,-636.265,0.0232,-0.0016,0.3456,231.3621,0.1813,-2.5351,0.1415,0.9092,0.2497,2.908,2.4615,2.4615,0.1299,0.13,0,0.7721,-2.2101,NA,0.0449,0.0426,NA,0.1118,0.0937,NA,0.3067,0.4948,NA,NA,0,NA,0,0,0.0547,0.0605,0.1229,0.1158,-0.0683,0,-43.1087069203554
"3011",19.2583,1.0737,1.0737,1.8373,9.4156,14.4336,16.3504,0.0652,0.052,0,0,0.0701,-0.9809,-0.0248,-0.3724,-0.3739,-0.344,-0.3357,-0.3305,-0.0119,-0.0188,0,-0.3672,-0.4469,0.066,0.1426,0.1286,-0.0206,0.0815,0.0442,0.0101,0.1765,0.1379,0.0883,0.0979,0.11,0.0787,0.0271,0.0455,-0.0235,0,0.0517,0.0871,0,0,37.8837362280064
"2311",100.9671,1.378,1.4319,2.1362,6.0764,6.579,104.7736,0.0853,0.0099,0.3335,0,0.118,-3.2078,0.3197,0.6045,0.3552,0.7744,0.7788,0.7788,0,-0.0013,0,2.4282,1.1028,0.0401,-0.0649,0.1622,0.0143,-0.0436,0.2512,0.0555,0.0336,0.1432,0.095,0.0212,0.05,0,0,0,-0.2653,0,0.0615,0.1031,-0.0261,0,-75.7156035736986
"646",17.5832,1.6904,0,0.8389,12.7137,15.9204,20.1438,0.0407,0.0551,0.1915,0,0.0685,-0.4704,0.0875,-0.0338,-0.0268,-0.0226,-0.0305,-0.0308,0.0105,0.0107,0,-0.1581,-0.1868,0.1606,0.0764,0.0706,0.1524,-0.0391,0,0.051,-0.1228,0,0.2989,0.0847,0.0861,0,0,0,0.1877,0,0.1646,0.0762,1.6283,0,46.5221647981314
"3349",0,3.7328,19.5428,10.2148,0,-33.123,-21.8512,-0.0988,-0.0419,0,62.5284,-0.3548,-0.4763,1.2021,-1.6778,-1.7825,-2.6788,-0.1729,-0.1729,2.1406,2.1406,0,-0.8817,-0.5628,NA,NA,-0.0909,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1.0171,0.4042,0.278,-0.62,0,2.0769,-33.1722253162905
"1840",31.5648,3.858,4.0406,1.838,23.7475,29.5039,30.8078,0.0284,0.0317,0,5.9312,0.0924,-0.0137,0.0959,0.0318,0.263,0.1841,0.2,0.2,0.0084,NA,0.5,0.3367,0.3306,-0.0128,-0.0173,0.175,-0.0465,-0.0572,-0.0071,-0.0827,-0.0104,0.239,0.0167,-0.0301,-0.0276,0.0539,-0.1465,0,0.1722,-0.0014,0.0124,0.0394,0,0,-22.6926420025734
"1181",27.6752,3.432,0,2.5354,10.0854,23.9193,43.9146,0.0361,0.0367,2.2318,95.9035,0.126,-0.6857,0.2307,0.5051,0.5672,0.1706,0.1714,0.1912,-0.0051,-0.0084,0.2593,-0.1751,-0.364,0.0951,0.1173,0.1284,0.1769,0.0037,-0.0314,0.0895,0.1085,0.0978,0.0117,0.0197,0.03,0,0.1627,0.2141,-0.0012,-0.093,-0.0709,-0.0643,-0.0749,0,17.4024180977892
"1928",26.0908,11.27,12.5801,4.2125,17.142,24.1905,24.5461,0.0352,0.0383,0,12.0947,0.3976,-0.0213,0.1941,0.3711,0.3665,0.3412,0.3434,0.3434,0,0,0.1529,0.1978,0.2288,0.0469,0.1406,0.1629,0,0.1221,1.1853,0.0722,0.2517,0.4255,0.0236,0.1991,0.1408,0,-0.2452,0,0.0582,0.0945,0.3759,0.3271,0,0.0591,-5.59243554004658
"250",32.9065,6.1239,0,2.3361,11.6105,22.6131,35.8432,0.0658,0.0304,0.7749,8.1069,0.4058,-2.0549,0.0827,-0.3136,0.266,-0.3494,-0.3256,-0.3243,-0.0337,NA,0.0826,-0.1468,-0.2567,0.0689,0.0802,0.0816,0.0652,0.0669,0.0619,0.1445,0.5007,0.2927,0.0615,0.1093,0.2151,0.0388,0.0423,0.0505,0.0289,5e-04,0.1054,0.087,0.1785,0.0432,-12.1850525196196
"2683",14.7173,1.2362,18.6951,2.0144,10.2593,12.6292,13.9164,0.0477,0.0679,0.2388,0,0.0603,-0.3396,0.0494,2.0776,2.4428,1.806,1.883,1.8792,-0.0764,NA,0.1818,0.4417,0.4977,0.0711,-0.0059,0.0797,0.0314,0.0635,0.1069,-0.0222,0,0.1276,0.0973,0.0408,0.0153,0.0338,-0.1154,0.3751,-0.006,0,-0.0218,0.0617,-0.1723,0,-25.732717029446
"665",389.2942,6.1585,10.4499,13.3938,85.0146,744.0441,379.2572,-0.0036,0.0026,0.2547,13.0491,-0.0215,0.0738,0.0935,-1.0071,-2.0652,-2.2033,-2.1053,-2.1667,0.103,0.0596,0,-0.912,-0.7909,0.2451,0.044,0.297,0,-0.2674,0,0,0,0,0.2638,0.1604,0.3286,0,0,0,0.2161,0.1811,0.3052,0.3297,-0.0359,0.943,36.2980682790181
"356",0,5.3767,5.5539,1.6451,9.1524,-67.532,-12.4699,0.0384,-0.1052,2.0408,7.4305,0.2059,-0.8723,0.1963,-0.3429,-0.0014,-0.6107,-0.6695,-0.7119,0.1775,0.3632,0,-1.4481,-1.8109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2639,0.1978,0.0093,-0.1632,0.2103,0,38.2293877999034
"3167",0,1.0264,1.0264,1.9389,6.5722,8.8414,-58.593,0.0765,-0.0361,1.1476,31.2807,0.0785,-5.9781,0.1555,0.2255,0.2837,0.3158,0.2672,0.2672,0.0341,0.0335,0.0297,0.013,0.8097,NA,0.0047,-0.0529,NA,-0.0269,-0.0191,NA,0.1015,-0.1054,NA,0.0576,0.0015,NA,0,0.0361,0.4465,-0.0345,0.0617,-0.0017,0.0476,0,-1.89163676758949
"675",0,3.0126,3.4794,44.5245,0,-2.7681,-2.7639,-0.305,-0.2595,0.003,0,-0.801,-0.0216,0,0.0427,-0.3297,0.1955,0.7634,0.7634,2.4131,2.4131,0,-0.8459,-0.8441,0.0619,0.1229,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,-0.0088,-0.6642,-0.7218,0.5765,19.4774269598754
"2579",21.6292,5.3643,7.1306,4.7407,10.8875,16.013,19.2698,0.0472,0.0465,0,0,0.2555,-0.3765,0.1242,0.1252,0.4202,0.1062,0.125,0.128,-0.0193,-0.0179,0.0952,0.0671,0.0545,0.0834,0.0621,0.1389,0.0937,0.042,0.1654,0.0867,0.1566,0.1905,0.1417,0.092,0.097,0.1224,0.1297,0.1943,0.0743,0,0.0721,0.1005,0,0,33.6113816546858
"3606",0,2.7763,2.7763,0,0,-4.6468,-4.2099,-0.5246,-0.1656,0,0,-1.456,-0.2042,0,-8.6647,-3.5936,-7.2598,-1.7251,-1.7251,2.0316,2.0316,0,-3.5487,-3.7516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.2987,2.9334,-1,4.93,-30.4920934282371
"3773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.4545458223537
"2267",0,1.9739,2.125,8.5873,11.1868,8.5706,-7.4201,0.0177,-0.1281,0.1314,0,0.1025,-2.0324,1.2443,1.6509,1.2238,2.0115,1.2353,1.3125,0.2254,0.3168,0,1.332,-0.9014,NA,NA,0.661,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,1.684,-1,0.5401,0.6406,11.3333,0,-33.0188657318809
"2363",27.8409,2.6208,4.3245,2.3532,13.2642,13.9559,44.7917,0.0364,0.0359,1.6469,31.7251,0.1228,-4.5832,0.1428,3.6427,19.1424,1.7699,1.525,1.525,0,0,0,0.0686,0.1385,0.1521,-0.1077,-0.257,0.0352,0.1528,0.661,-0.0227,-0.0784,-0.0738,0.0148,-0.133,-0.2051,0.0335,0.0066,0.0031,-0.5812,-0.5967,-0.0225,-0.0977,0.0644,0,-26.7877798668158
"3094",3.4406,0.7888,0.7888,0.7659,25.1452,16.7102,17.0175,0.226,0.2906,0.4577,0,0.1781,-0.0124,0.1165,0.2095,0.2095,0.3461,0.3333,0.3333,0.0052,NA,0.2,2.698,2.7773,3e-04,-0.0082,0.0067,0.27,0.0209,0,0.0918,0.1214,0,-0.0104,0.0043,0.0343,-0.1773,-0.2752,-0.398,0.0093,0,0.0812,0.2708,-0.1399,0,12.9979606532719
"825",34.2661,NA,NA,NA,NA,NA,NA,0,-0.1165,0.0606,95.8483,3e-04,-0.0075,0.8298,1.0088,0.826,1.0003,1,1,NA,NA,0,2.9479,2.8767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4015,-0.6762,3.1946,NA,-0.2021,-0.2894,-25.2289140080831
